distance_m,beam_radius_m,geometric_collection_efficiency,water_transmittance,received_power_w,signal_current_a,background_current_a,shot_noise_variance_a2,thermal_noise_variance_a2,total_noise_variance_a2,noise_rms_current_a,snr_linear,snr_db
266.0,1.340011083444e+00,3.480673095871e-04,1.498775577338e-01,4.173398263030e-06,1.252019478909e-06,3.000000000000e-10,4.016078368091e-17,1.656778800000e-15,1.696939583681e-15,4.119392653876e-08,9.237528493310e+02,2.965555790994e+01
268.0,1.350011166778e+00,3.429298548800e-04,1.477539631065e-01,4.053539610083e-06,1.216061883025e-06,3.000000000000e-10,3.900857528210e-17,1.656778800000e-15,1.695787375282e-15,4.117993899075e-08,8.720471238915e+02,2.940539954076e+01
270.0,1.360011250113e+00,3.379053092298e-04,1.456604574011e-01,3.937555352054e-06,1.181266605616e-06,3.000000000000e-10,3.789361167334e-17,1.656778800000e-15,1.694672411673e-15,4.116639906129e-08,8.233985423569e+02,2.915610093841e+01
272.0,1.370011333447e+00,3.329903880826e-04,1.435966142920e-01,3.825303385635e-06,1.147591015690e-06,3.000000000000e-10,3.681452680703e-17,1.656778800000e-15,1.693593326807e-15,4.115329059513e-08,7.776159237567e+02,2.890765145345e+01
274.0,1.380011416781e+00,3.281819254575e-04,1.415620134937e-01,3.716647532800e-06,1.114994259840e-06,3.000000000000e-10,3.577001159568e-17,1.656778800000e-15,1.692548811596e-15,4.114059809477e-08,7.345207363940e+02,2.866004060949e+01
276.0,1.390011500115e+00,3.234768688465e-04,1.395562406760e-01,3.611457260948e-06,1.083437178284e-06,3.000000000000e-10,3.475881122156e-17,1.656778800000e-15,1.691537611222e-15,4.112830669042e-08,6.939462129021e+02,2.841325810015e+01
278.0,1.400011583449e+00,3.188722743689e-04,1.375788873791e-01,3.509607417898e-06,1.052882225369e-06,3.000000000000e-10,3.377972258930e-17,1.656778800000e-15,1.690558522589e-15,4.111640211144e-08,6.557365306708e+02,2.816729378614e+01
280.0,1.410011666783e+00,3.143653021656e-04,1.356295509308e-01,3.410977980876e-06,1.023293394263e-06,3.000000000000e-10,3.283159191277e-17,1.656778800000e-15,1.689610391913e-15,4.110487065924e-08,6.197460525538e+02,2.792213769228e+01
282.0,1.420011750118e+00,3.099532120190e-04,1.337078343642e-01,3.315453818663e-06,9.946361455990e-07,3.000000000000e-10,3.191331242869e-17,1.656778800000e-15,1.688692112429e-15,4.109369918161e-08,5.858386231870e+02,2.767778000470e+01
284.0,1.430011833452e+00,3.056333591873e-04,1.318133463369e-01,3.222924466134e-06,9.668773398401e-07,3.000000000000e-10,3.102382222920e-17,1.656778800000e-15,1.687802622229e-15,4.108287504824e-08,5.538869166240e+02,2.743421106788e+01
286.0,1.440011916786e+00,3.014031904399e-04,1.299457010515e-01,3.133283910471e-06,9.399851731412e-07,3.000000000000e-10,3.016210220675e-17,1.656778800000e-15,1.686940902207e-15,4.107238612750e-08,5.237718313483e+02,2.719142138192e+01
288.0,1.450012000120e+00,2.972602402841e-04,1.281045181769e-01,3.046430388379e-06,9.139291165136e-07,3.000000000000e-10,2.932717410469e-17,1.656778800000e-15,1.686105974105e-15,4.106222076440e-08,4.953819290362e+02,2.694940159975e+01
290.0,1.460012083454e+00,2.932021273716e-04,1.262894227707e-01,2.962266193671e-06,8.886798581014e-07,3.000000000000e-10,2.851809866761e-17,1.656778800000e-15,1.685296898668e-15,4.105236775958e-08,4.686129137361e+02,2.670814252436e+01
292.0,1.470012166788e+00,2.892265510759e-04,1.245000452031e-01,2.880697494632e-06,8.642092483897e-07,3.000000000000e-10,2.773397388562e-17,1.656778800000e-15,1.684512773886e-15,4.104281634934e-08,4.433671484007e+02,2.646763510617e+01
294.0,1.480012250123e+00,2.853312882310e-04,1.227360210818e-01,2.801634160609e-06,8.404902481827e-07,3.000000000000e-10,2.697393332735e-17,1.656778800000e-15,1.683752733327e-15,4.103355618670e-08,4.195532059474e+02,2.622787044030e+01
296.0,1.490012333457e+00,2.815141900225e-04,1.209969911770e-01,2.724989597309e-06,8.174968791926e-07,3.000000000000e-10,2.623714455669e-17,1.656778800000e-15,1.683015944557e-15,4.102457732332e-08,3.970854522508e+02,2.598883976404e+01
298.0,1.500012416791e+00,2.777731790235e-04,1.192826013493e-01,2.650680590319e-06,7.952041770956e-07,3.000000000000e-10,2.552280762852e-17,1.656778800000e-15,1.682301607629e-15,4.101587019226e-08,3.758836586751e+02,2.575053445422e+01
300.0,1.510012500125e+00,2.741062463677e-04,1.175925024767e-01,2.578627156389e-06,7.735881469167e-07,3.000000000000e-10,2.483015365907e-17,1.656778800000e-15,1.681608953659e-15,4.100742559170e-08,3.558726419408e+02,2.551294602472e+01
302.0,1.520012583459e+00,2.705114490517e-04,1.159263503839e-01,2.508752402051e-06,7.526257206153e-07,3.000000000000e-10,2.415844346683e-17,1.656778800000e-15,1.680937243467e-15,4.099923466928e-08,3.369819292976e+02,2.527606612394e+01
304.0,1.530012666793e+00,2.669869073609e-04,1.142838057725e-01,2.440982389170e-06,7.322947167509e-07,3.000000000000e-10,2.350696628008e-17,1.656778800000e-15,1.680285766280e-15,4.099128890728e-08,3.191454471274e+02,2.503988653242e+01
306.0,1.540012750128e+00,2.635308024115e-04,1.126645341510e-01,2.375246007051e-06,7.125738021152e-07,3.000000000000e-10,2.287503850748e-17,1.656778800000e-15,1.679653838507e-15,4.098358010847e-08,3.023012312538e+02,2.480439916035e+01
308.0,1.550012833462e+00,2.601413738034e-04,1.110682057678e-01,2.311474850746e-06,6.934424552238e-07,3.000000000000e-10,2.226200256815e-17,1.656778800000e-15,1.679040802568e-15,4.097610038264e-08,2.863911573628e+02,2.456959604530e+01
310.0,1.560012916796e+00,2.568169173783e-04,1.094944955433e-01,2.249603105226e-06,6.748809315678e-07,3.000000000000e-10,2.166722577829e-17,1.656778800000e-15,1.678446025778e-15,4.096884213373e-08,2.713606900661e+02,2.433546934982e+01
312.0,1.570013000130e+00,2.535557830770e-04,1.079430830038e-01,2.189567435103e-06,6.568702305308e-07,3.000000000000e-10,2.109009929102e-17,1.656778800000e-15,1.677868899291e-15,4.096179804758e-08,2.571586492484e+02,2.410201135920e+01
314.0,1.580013083464e+00,2.503563728916e-04,1.064136522165e-01,2.131306879606e-06,6.393920638819e-07,3.000000000000e-10,2.053003708682e-17,1.656778800000e-15,1.677308837087e-15,4.095496108027e-08,2.437369924463e+02,2.386921447921e+01
316.0,1.590013166798e+00,2.472171389075e-04,1.049058917250e-01,2.074762752543e-06,6.224288257629e-07,3.000000000000e-10,1.998647501179e-17,1.656778800000e-15,1.676765275012e-15,4.094832444694e-08,2.310506121007e+02,2.363707123392e+01
318.0,1.600013250133e+00,2.441365814307e-04,1.034194944857e-01,2.019878546963e-06,6.059635640889e-07,3.000000000000e-10,1.945886986126e-17,1.656778800000e-15,1.676237669861e-15,4.094188161115e-08,2.190571466120e+02,2.340557426350e+01
320.0,1.610013333467e+00,2.411132471966e-04,1.019541578058e-01,1.966599844299e-06,5.899799532898e-07,3.000000000000e-10,1.894669850627e-17,1.656778800000e-15,1.675725498506e-15,4.093562627475e-08,2.077168042105e+02,2.317471632215e+01
322.0,1.620013416801e+00,2.381457276554e-04,1.005095832809e-01,1.914874227742e-06,5.744622683226e-07,3.000000000000e-10,1.844945706091e-17,1.656778800000e-15,1.675228257061e-15,4.092955236820e-08,1.969921987260e+02,2.294449027596e+01
324.0,1.630013500135e+00,2.352326573316e-04,9.908547673505e-02,1.864651199628e-06,5.593953598885e-07,3.000000000000e-10,1.796666008811e-17,1.656778800000e-15,1.674745460088e-15,4.092365404125e-08,1.868481964109e+02,2.271488910093e+01
326.0,1.640013583469e+00,2.323727122526e-04,9.768154816014e-02,1.815882102641e-06,5.447646307922e-07,3.000000000000e-10,1.749783984218e-17,1.656778800000e-15,1.674276639842e-15,4.091792565419e-08,1.772517730344e+02,2.248590588088e+01
328.0,1.650013666803e+00,2.295646084444e-04,9.629751165730e-02,1.768520044622e-06,5.305560133865e-07,3.000000000000e-10,1.704254554601e-17,1.656778800000e-15,1.673821345546e-15,4.091236176935e-08,1.681718805234e+02,2.225753380555e+01
330.0,1.660013750138e+00,2.268071004897e-04,9.493308537846e-02,1.722519826819e-06,5.167559480456e-07,3.000000000000e-10,1.660034270127e-17,1.656778800000e-15,1.673379142701e-15,4.090695714302e-08,1.595793224776e+02,2.202976616867e+01
332.0,1.670013833472e+00,2.240989801476e-04,9.358799146906e-02,1.677837875382e-06,5.033513626147e-07,3.000000000000e-10,1.617081242995e-17,1.656778800000e-15,1.672949612430e-15,4.090170671781e-08,1.514466379403e+02,2.180259636598e+01
334.0,1.680013916806e+00,2.214390750292e-04,9.226195601138e-02,1.634432175964e-06,4.903296527891e-07,3.000000000000e-10,1.575355084560e-17,1.656778800000e-15,1.672532350846e-15,4.089660561520e-08,1.437479928461e+02,2.157601789348e+01
336.0,1.690014000140e+00,2.188262473287e-04,9.095470896884e-02,1.592262211242e-06,4.776786633726e-07,3.000000000000e-10,1.534816845280e-17,1.656778800000e-15,1.672126968453e-15,4.089164912855e-08,1.364590786145e+02,2.135002434553e+01
338.0,1.700014083474e+00,2.162593926066e-04,8.966598413094e-02,1.551288901250e-06,4.653866703750e-07,3.000000000000e-10,1.495428957348e-17,1.656778800000e-15,1.671733089573e-15,4.088683271633e-08,1.295570173933e+02,2.112460941310e+01
340.0,1.710014166808e+00,2.137374386220e-04,8.839551905910e-02,1.511474546348e-06,4.534423639045e-07,3.000000000000e-10,1.457155179876e-17,1.656778800000e-15,1.671350351799e-15,4.088215199569e-08,1.230202734945e+02,2.089976688197e+01
342.0,1.720014250143e+00,2.112593442133e-04,8.714305503319e-02,1.472782772724e-06,4.418348318172e-07,3.000000000000e-10,1.419960546498e-17,1.656778800000e-15,1.670978405465e-15,4.087760273628e-08,1.168285705958e+02,2.067549063108e+01
344.0,1.730014333477e+00,2.088240982226e-04,8.590833699885e-02,1.435178480287e-06,4.305535440861e-07,3.000000000000e-10,1.383811315290e-17,1.656778800000e-15,1.670616913153e-15,4.087318085436e-08,1.109628143147e+02,2.045177463078e+01
346.0,1.740014416811e+00,2.064307184649e-04,8.469111351556e-02,1.398627792849e-06,4.195883378547e-07,3.000000000000e-10,1.348674920868e-17,1.656778800000e-15,1.670265549209e-15,4.086888240714e-08,1.054050197868e+02,2.022861294120e+01
348.0,1.750014500145e+00,2.040782507371e-04,8.349113670541e-02,1.363098010471e-06,4.089294031413e-07,3.000000000000e-10,1.314519928586e-17,1.656778800000e-15,1.669923999286e-15,4.086470358740e-08,1.001382439111e+02,2.000599971061e+01
350.0,1.760014583479e+00,2.017657678668e-04,8.230816220264e-02,1.328557563881e-06,3.985672691644e-07,3.000000000000e-10,1.281315990713e-17,1.656778800000e-15,1.669591959907e-15,4.086064071826e-08,9.514652194302e+01,1.978392917389e+01
352.0,1.770014666813e+00,1.994923687988e-04,8.114194910389e-02,1.294975970855e-06,3.884927912565e-07,3.000000000000e-10,1.249033804505e-17,1.656778800000e-15,1.669269138045e-15,4.085669024829e-08,9.041480814471e+01,1.956239565087e+01
354.0,1.780014750148e+00,1.972571777172e-04,7.999225991911e-02,1.262323794469e-06,3.786971383407e-07,3.000000000000e-10,1.217645072073e-17,1.656778800000e-15,1.668955250721e-15,4.085284874670e-08,8.592892021851e+01,1.934139354489e+01
356.0,1.790014833482e+00,1.950593432016e-04,7.885886052324e-02,1.230572603143e-06,3.691717809429e-07,3.000000000000e-10,1.187122461966e-17,1.656778800000e-15,1.668650024620e-15,4.084911289881e-08,8.167548727039e+01,1.912091734126e+01
358.0,1.800014916816e+00,1.928980374163e-04,7.774152010847e-02,1.199694932375e-06,3.599084797124e-07,3.000000000000e-10,1.157439572396e-17,1.656778800000e-15,1.668353195724e-15,4.084547950170e-08,7.764190106802e+01,1.890096160581e+01
360.0,1.810015000150e+00,1.907724553308e-04,7.664001113729e-02,1.169664248099e-06,3.508992744297e-07,3.000000000000e-10,1.128570896006e-17,1.656778800000e-15,1.668064508960e-15,4.084194546003e-08,7.381627037439e+01,1.868152098341e+01
362.0,1.820015083484e+00,1.886818139696e-04,7.555410929615e-02,1.140454911589e-06,3.421364734766e-07,3.000000000000e-10,1.100491786135e-17,1.656778800000e-15,1.667783717861e-15,4.083850778201e-08,7.018737815301e+01,1.846259019660e+01
364.0,1.830015166818e+00,1.866253516917e-04,7.448359344976e-02,1.112042145826e-06,3.336126437477e-07,3.000000000000e-10,1.073178424487e-17,1.656778800000e-15,1.667510584245e-15,4.083516357559e-08,6.674464145528e+01,1.824416404421e+01
366.0,1.840015250153e+00,1.846023274961e-04,7.342824559605e-02,1.084402003279e-06,3.253206009837e-07,3.000000000000e-10,1.046607790158e-17,1.656778800000e-15,1.667244877902e-15,4.083191004474e-08,6.347807381337e+01,1.802623739997e+01
368.0,1.850015333487e+00,1.826120203550e-04,7.238785082182e-02,1.057511335018e-06,3.172534005054e-07,3.000000000000e-10,1.020757629942e-17,1.656778800000e-15,1.666986376299e-15,4.082874448596e-08,6.037824997447e+01,1.780880521118e+01
370.0,1.860015416821e+00,1.806537285704e-04,7.136219725892e-02,1.031347761104e-06,3.094043283312e-07,3.000000000000e-10,9.956064298698e-18,1.656778800000e-15,1.666734864299e-15,4.082566428484e-08,5.743627282337e+01,1.759186249745e+01
372.0,1.870015500155e+00,1.787267691563e-04,7.035107604115e-02,1.005889642200e-06,3.017668926601e-07,3.000000000000e-10,9.711333879179e-18,1.656778800000e-15,1.666490133879e-15,4.082266691287e-08,5.464374235072e+01,1.737540434938e+01
374.0,1.880015583489e+00,1.768304772426e-04,6.935428126169e-02,9.811160523460e-07,2.943348157038e-07,3.000000000000e-10,9.473183878350e-18,1.656778800000e-15,1.666251983878e-15,4.081974992425e-08,5.199272653452e+01,1.715942592734e+01
376.0,1.890015666823e+00,1.749642055019e-04,6.837160993120e-02,9.570067528397e-07,2.871020258519e-07,3.000000000000e-10,9.241419740364e-18,1.656778800000e-15,1.666020219740e-15,4.081691095294e-08,4.947573401067e+01,1.694392246020e+01
378.0,1.900015750158e+00,1.731273235964e-04,6.740286193647e-02,9.335421671840e-07,2.800626501552e-07,3.000000000000e-10,9.015853275180e-18,1.656778800000e-15,1.665794653275e-15,4.081414770977e-08,4.708568841768e+01,1.672888924417e+01
380.0,1.910015833492e+00,1.713192176465e-04,6.644783999964e-02,9.107033570428e-07,2.732110071129e-07,3.000000000000e-10,8.796302427440e-18,1.656778800000e-15,1.665575102427e-15,4.081145797968e-08,4.481590430767e+01,1.651432164161e+01
382.0,1.920015916826e+00,1.695392897168e-04,6.550634963808e-02,8.884719991665e-07,2.665415997499e-07,3.000000000000e-10,8.582591054651e-18,1.656778800000e-15,1.665361391055e-15,4.080883961907e-08,4.266006452345e+01,1.630021507985e+01
384.0,1.930016000160e+00,1.677869573226e-04,6.457819912476e-02,8.668303632412e-07,2.600491089724e-07,3.000000000000e-10,8.374548714245e-18,1.656778800000e-15,1.665153348714e-15,4.080629055323e-08,4.061219894825e+01,1.608656505009e+01
386.0,1.940016083494e+00,1.660616529527e-04,6.366319944918e-02,8.457612906230e-07,2.537283871869e-07,3.000000000000e-10,8.172010459151e-18,1.656778800000e-15,1.664950810459e-15,4.080380877393e-08,3.866666454050e+01,1.587336710627e+01
388.0,1.950016166828e+00,1.643628236101e-04,6.276116427892e-02,8.252481739152e-07,2.475744521746e-07,3.000000000000e-10,7.974816641473e-18,1.656778800000e-15,1.664753616641e-15,4.080139233704e-08,3.681812657250e+01,1.566061686397e+01
390.0,1.960016250163e+00,1.626899303688e-04,6.187190992168e-02,8.052749373556e-07,2.415824812067e-07,3.000000000000e-10,7.782812723945e-18,1.656778800000e-15,1.664561612724e-15,4.079903936031e-08,3.506154099665e+01,1.544830999939e+01
392.0,1.970016333497e+00,1.610424479464e-04,6.099525528787e-02,7.858260179739e-07,2.357478053922e-07,3.000000000000e-10,7.595849098806e-18,1.656778800000e-15,1.664374649099e-15,4.079674802112e-08,3.339213786830e+01,1.523644224825e+01
394.0,1.980016416831e+00,1.594198642914e-04,6.013102185373e-02,7.668863474900e-07,2.300659042470e-07,3.000000000000e-10,7.413780913777e-18,1.656778800000e-15,1.664192580914e-15,4.079451655448e-08,3.180540575895e+01,1.502500940480e+01
396.0,1.990016500165e+00,1.578216801858e-04,5.927903362498e-02,7.484413349186e-07,2.245324004756e-07,3.000000000000e-10,7.236467904842e-18,1.656778800000e-15,1.664015267905e-15,4.079234325097e-08,3.029707709762e+01,1.481400732080e+01
398.0,2.000016583499e+00,1.562474088605e-04,5.843911710097e-02,7.304768498497e-07,2.191430549549e-07,3.000000000000e-10,7.063774235527e-18,1.656778800000e-15,1.663842574236e-15,4.079022645482e-08,2.886311438270e+01,1.460343190453e+01
400.0,2.010016666833e+00,1.546965756251e-04,5.761110123938e-02,7.129792063776e-07,2.138937619133e-07,3.000000000000e-10,6.895568342401e-18,1.656778800000e-15,1.663674368342e-15,4.078816456207e-08,2.749969720998e+01,1.439327911984e+01
402.0,2.020016750168e+00,1.531687175096e-04,5.679481742134e-02,6.959351476495e-07,2.087805442949e-07,3.000000000000e-10,6.731722786545e-18,1.656778800000e-15,1.663510522787e-15,4.078615601876e-08,2.620321006629e+01,1.418354498521e+01
404.0,2.030016833502e+00,1.516633829193e-04,5.599009941713e-02,6.793318310073e-07,2.037995493022e-07,3.000000000000e-10,6.572114110718e-18,1.656778800000e-15,1.663350914111e-15,4.078419931923e-08,2.497023084150e+01,1.397422557278e+01
406.0,2.040016916836e+00,1.501801313006e-04,5.519678335231e-02,6.631568136978e-07,1.989470441094e-07,3.000000000000e-10,6.416622701991e-18,1.656778800000e-15,1.663195422702e-15,4.078229300446e-08,2.379752001454e+01,1.376531700749e+01
408.0,2.050017000170e+00,1.487185328189e-04,5.441470767438e-02,6.473980391284e-07,1.942194117385e-07,3.000000000000e-10,6.265132659618e-18,1.656778800000e-15,1.663043932660e-15,4.078043566049e-08,2.268201047205e+01,1.355681546615e+01
410.0,2.060017083504e+00,1.472781680472e-04,5.364371311981e-02,6.320438236427e-07,1.896131470928e-07,3.000000000000e-10,6.117531667910e-18,1.656778800000e-15,1.662896331668e-15,4.077862591687e-08,2.162079792093e+01,1.334871717659e+01
412.0,2.070017166838e+00,1.458586276647e-04,5.288364268170e-02,6.170828437972e-07,1.851248531392e-07,3.000000000000e-10,5.973710873929e-18,1.656778800000e-15,1.662752510874e-15,4.077686244519e-08,2.061113185857e+01,1.314101841679e+01
414.0,2.080017250173e+00,1.444595121669e-04,5.213434157772e-02,6.025041241167e-07,1.807512372350e-07,3.000000000000e-10,5.833564769774e-18,1.656778800000e-15,1.662612364770e-15,4.077514395768e-08,1.965040706678e+01,1.293371551405e+01
416.0,2.090017333507e+00,1.430804315833e-04,5.139565721865e-02,5.882970253083e-07,1.764891075925e-07,3.000000000000e-10,5.696991079288e-18,1.656778800000e-15,1.662475791079e-15,4.077346920584e-08,1.873615559753e+01,1.272680484414e+01
418.0,2.100017416841e+00,1.417210052068e-04,5.066743917729e-02,5.744512329166e-07,1.723353698750e-07,3.000000000000e-10,5.563890648993e-18,1.656778800000e-15,1.662342690649e-15,4.077183697908e-08,1.786603922104e+01,1.252028283054e+01
420.0,2.110017500175e+00,1.403808613299e-04,4.994953915781e-02,5.609567464003e-07,1.682870239201e-07,3.000000000000e-10,5.434167343087e-18,1.656778800000e-15,1.662212967343e-15,4.077024610354e-08,1.703784230799e+01,1.231414594359e+01
422.0,2.120017583509e+00,1.390596369913e-04,4.924181096557e-02,5.478038686134e-07,1.643411605840e-07,3.000000000000e-10,5.307727942328e-18,1.656778800000e-15,1.662086527942e-15,4.076869544077e-08,1.624946511993e+01,1.210839069974e+01
424.0,2.130017666843e+00,1.377569777300e-04,4.854411047734e-02,5.349831956759e-07,1.604949587028e-07,3.000000000000e-10,5.184482046651e-18,1.656778800000e-15,1.661963282047e-15,4.076718388663e-08,1.549891748347e+01,1.190301366082e+01
426.0,2.140017750178e+00,1.364725373471e-04,4.785629561195e-02,5.224856072156e-07,1.567456821647e-07,3.000000000000e-10,5.064341981376e-18,1.656778800000e-15,1.661843141981e-15,4.076571037013e-08,1.478431282508e+01,1.169801143322e+01
428.0,2.150017833512e+00,1.352059776762e-04,4.717822630136e-02,5.103022569684e-07,1.530906770905e-07,3.000000000000e-10,4.947222706838e-18,1.656778800000e-15,1.661726022707e-15,4.076427385232e-08,1.410386254520e+01,1.149338066722e+01
430.0,2.160017916846e+00,1.339569683608e-04,4.650976446215e-02,4.984245637218e-07,1.495273691165e-07,3.000000000000e-10,4.833041731324e-18,1.656778800000e-15,1.661611841731e-15,4.076287332526e-08,1.345587071143e+01,1.128911805625e+01
432.0,2.170018000180e+00,1.327251866384e-04,4.585077396735e-02,4.868442025867e-07,1.460532607760e-07,3.000000000000e-10,4.721719027181e-18,1.656778800000e-15,1.661500519027e-15,4.076150781101e-08,1.283872905185e+01,1.108522033617e+01
434.0,2.180018083514e+00,1.315103171327e-04,4.520112061880e-02,4.755530965866e-07,1.426659289760e-07,3.000000000000e-10,4.613176949948e-18,1.656778800000e-15,1.661391976950e-15,4.076017636063e-08,1.225091223081e+01,1.088168428460e+01
436.0,2.190018166848e+00,1.303120516510e-04,4.456067211973e-02,4.645434085495e-07,1.393630225649e-07,3.000000000000e-10,4.507340160425e-18,1.656778800000e-15,1.661286140160e-15,4.075887805326e-08,1.169097339038e+01,1.067850672023e+01
438.0,2.200018250183e+00,1.291300889891e-04,4.392929804789e-02,4.538075332922e-07,1.361422599877e-07,3.000000000000e-10,4.404135549528e-18,1.656778800000e-15,1.661182935550e-15,4.075761199518e-08,1.115753994211e+01,1.047568450216e+01
440.0,2.210018333517e+00,1.279641347419e-04,4.330686982897e-02,4.433380900836e-07,1.330014270251e-07,3.000000000000e-10,4.303492165849e-18,1.656778800000e-15,1.661082292166e-15,4.075637731897e-08,1.064930959419e+01,1.027321452925e+01
442.0,2.220018416851e+00,1.268139011202e-04,4.269326071040e-02,4.331279153781e-07,1.299383746134e-07,3.000000000000e-10,4.205341145796e-18,1.656778800000e-15,1.660984141146e-15,4.075517318263e-08,1.016504660034e+01,1.007109373946e+01
444.0,2.230018500185e+00,1.256791067727e-04,4.208834573555e-02,4.231700558069e-07,1.269510167421e-07,3.000000000000e-10,4.109615646218e-18,1.656778800000e-15,1.660888415646e-15,4.075399876879e-08,9.703578217552e+00,9.869319109242e+00
446.0,2.240018583519e+00,1.245594766146e-04,4.149200171829e-02,4.134577614179e-07,1.240373284254e-07,3.000000000000e-10,4.016250779423e-18,1.656778800000e-15,1.660795050779e-15,4.075285328390e-08,9.263791360461e+00,9.667887652930e+00
448.0,2.250018666853e+00,1.234547416602e-04,4.090410721789e-02,4.039844791542e-07,1.211953437463e-07,3.000000000000e-10,3.925183550481e-18,1.656778800000e-15,1.660703983550e-15,4.075173595751e-08,8.844629441045e+00,9.466796422112e+00
450.0,2.260018750188e+00,1.223646388617e-04,4.032454251430e-02,3.947438465621e-07,1.184231539686e-07,3.000000000000e-10,3.836352796746e-18,1.656778800000e-15,1.660615152797e-15,4.075064604146e-08,8.445089382845e+00,9.266042505051e+00
452.0,2.270018833522e+00,1.212889109525e-04,3.975318958376e-02,3.857296857202e-07,1.157189057161e-07,3.000000000000e-10,3.749699129490e-18,1.656778800000e-15,1.660528499129e-15,4.074958280927e-08,8.064218799703e+00,9.065623026102e+00
454.0,2.280018916856e+00,1.202273062954e-04,3.918993207480e-02,3.769359973801e-07,1.130807992140e-07,3.000000000000e-10,3.665164877579e-18,1.656778800000e-15,1.660443964878e-15,4.074854555536e-08,7.701113329547e+00,8.865535145136e+00
456.0,2.290019000190e+00,1.191795787354e-04,3.863465528448e-02,3.683569553114e-07,1.105070865934e-07,3.000000000000e-10,3.582694033112e-18,1.656778800000e-15,1.660361494033e-15,4.074753359448e-08,7.354914114335e+00,8.665776056988e+00
458.0,2.300019083524e+00,1.181454874572e-04,3.808724613510e-02,3.599869008427e-07,1.079960702528e-07,3.000000000000e-10,3.502232198941e-18,1.656778800000e-15,1.660281032199e-15,4.074654626099e-08,7.024805417793e+00,8.466342990897e+00
460.0,2.310019166858e+00,1.171247968465e-04,3.754759315113e-02,3.518203375920e-07,1.055461012776e-07,3.000000000000e-10,3.423726538019e-18,1.656778800000e-15,1.660202526538e-15,4.074558290831e-08,6.710012373088e+00,8.267233209974e+00
462.0,2.320019250193e+00,1.161172763559e-04,3.701558643651e-02,3.438519263780e-07,1.031555779134e-07,3.000000000000e-10,3.347125724477e-18,1.656778800000e-15,1.660125925724e-15,4.074464290830e-08,6.409798853063e+00,8.068444010671e+00
464.0,2.330019333527e+00,1.151227003749e-04,3.649111765231e-02,3.360764803067e-07,1.008229440920e-07,3.000000000000e-10,3.272379896390e-18,1.656778800000e-15,1.660051179896e-15,4.074372565066e-08,6.123465456055e+00,7.869972722258e+00
466.0,2.340019416861e+00,1.141408481033e-04,3.597407999462e-02,3.284889600257e-07,9.854668800772e-08,3.000000000000e-10,3.199440610165e-18,1.656778800000e-15,1.659978240610e-15,4.074283054244e-08,5.850347600775e+00,7.671816706315e+00
468.0,2.350019500195e+00,1.131715034287e-04,3.546436817282e-02,3.210844691414e-07,9.632534074241e-08,3.000000000000e-10,3.128260796476e-18,1.656778800000e-15,1.659907060796e-15,4.074195700744e-08,5.589813724083e+00,7.473973356233e+00
470.0,2.360019583529e+00,1.122144548077e-04,3.496187838815e-02,3.138582497904e-07,9.415747493713e-08,3.000000000000e-10,3.058794717698e-18,1.656778800000e-15,1.659837594718e-15,4.074110448574e-08,5.341263575877e+00,7.276440096719e+00
472.0,2.370019666863e+00,1.112694951505e-04,3.446650831255e-02,3.068056783630e-07,9.204170350891e-08,3.000000000000e-10,2.990997926795e-18,1.656778800000e-15,1.659769797927e-15,4.074027243314e-08,5.104126605632e+00,7.079214383317e+00
474.0,2.380019750198e+00,1.103364217086e-04,3.397815706783e-02,2.999222613694e-07,8.997667841081e-08,3.000000000000e-10,2.924827227579e-18,1.656778800000e-15,1.659703627228e-15,4.073946032077e-08,4.877860435460e+00,6.882293701932e+00
476.0,2.390019833532e+00,1.094150359663e-04,3.349672520514e-02,2.932036314459e-07,8.796108943376e-08,3.000000000000e-10,2.860240636323e-18,1.656778800000e-15,1.659639040636e-15,4.073866763453e-08,4.661949414860e+00,6.685675568366e+00
478.0,2.400019916866e+00,1.085051435350e-04,3.302211468470e-02,2.866455434953e-07,8.599366304860e-08,3.000000000000e-10,2.797197344655e-18,1.656778800000e-15,1.659575997345e-15,4.073789387468e-08,4.455903252607e+00,6.489357527862e+00
480.0,2.410020000200e+00,1.076065540506e-04,3.255422885584e-02,2.802438709562e-07,8.407316128686e-08,3.000000000000e-10,2.735657683690e-18,1.656778800000e-15,1.659514457684e-15,4.073713855542e-08,4.259255721479e+00,6.293337154654e+00
482.0,2.420020083534e+00,1.067190810742e-04,3.209297243734e-02,2.739946021961e-07,8.219838065883e-08,3.000000000000e-10,2.675583089368e-18,1.656778800000e-15,1.659454383089e-15,4.073640120444e-08,4.071563431805e+00,6.097612051532e+00
484.0,2.430020166868e+00,1.058425419949e-04,3.163825149797e-02,2.678938370255e-07,8.036815110766e-08,3.000000000000e-10,2.616936068933e-18,1.656778800000e-15,1.659395736069e-15,4.073568136252e-08,3.892404670007e+00,5.902179849403e+00
486.0,2.440020250203e+00,1.049767579364e-04,3.118997343744e-02,2.619377833267e-07,7.858133499801e-08,3.000000000000e-10,2.559680168531e-18,1.656778800000e-15,1.659338480169e-15,4.073497858314e-08,3.721378298562e+00,5.707038206873e+00
488.0,2.450020333537e+00,1.041215536653e-04,3.074804696746e-02,2.561227537940e-07,7.683682613819e-08,3.000000000000e-10,2.503779941870e-18,1.656778800000e-15,1.659282579942e-15,4.073429243208e-08,3.558102714003e+00,5.512184809826e+00
